% attributes count = 2
% vectors count = 1000
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-20.901962,20.975067,1
79.41116,93.35152,0
0.5028,65.59737,1
95.27902,-32.987534,0
42.943466,-51.290867,1
29.589386,-77.007324,1
-8.85955,95.43367,0
15.487251,17.239525,0
-7.752884,-86.69931,1
75.077835,-56.180935,0
75.52841,73.86183,0
-85.52127,-16.496231,0
22.219254,-58.10912,1
34.343964,-45.983665,0
72.4707,-37.73989,0
75.53073,-15.842888,1
35.498047,-1.1977463,1
10.44931,-97.66409,0
-84.23176,36.72821,1
83.88701,-57.98938,0
73.12463,46.60988,1
-33.0148,-30.723396,0
-51.65982,34.06137,1
-36.791492,37.796387,0
67.28664,19.942947,0
-21.417145,-10.769814,1
5.6521454,0.4301529,1
7.5792923,18.51847,1
-19.747505,-1.7340698,0
-7.4600983,-2.650528,1
20.15902,43.955856,0
74.61342,-60.138294,0
-41.82259,10.958031,1
-11.70002,55.40518,1
-72.89704,-1.1828232,0
-35.22116,76.70975,0
-88.53121,23.83059,0
-59.53187,-99.84414,0
19.38987,83.7191,0
-59.62563,9.4568405,0
-64.842606,-59.207882,1
-21.26059,-34.23723,1
-14.599243,-18.500168,0
34.66658,86.18034,0
3.2281036,-92.309135,0
-5.436035,-41.460438,0
68.47676,-20.652603,1
-32.486694,-28.126038,0
10.121773,27.43541,1
69.566635,7.8343506,0
-89.55012,90.54263,1
18.371117,25.824585,1
90.627914,-13.686157,0
94.684906,81.09961,0
83.9738,28.840607,0
-89.09579,-3.1519623,1
26.145264,51.002533,0
11.684013,34.213074,1
79.5426,-74.452126,1
35.482635,-6.5175476,0
40.795456,24.07579,1
40.15358,-30.129227,1
-7.032791,-32.95189,1
-23.32209,72.370224,1
5.132782,42.897903,0
53.285187,97.38101,1
-42.286945,86.97441,1
-77.56542,92.94267,0
-1.7993469,-27.400398,1
-65.32424,26.445961,1
83.88457,72.42125,1
-90.08354,-89.8458,1
-69.55666,-21.588882,1
86.097305,-14.474709,0
-98.22469,-62.46503,0
10.096649,-80.604416,0
-99.510635,65.94423,1
62.61789,32.134308,0
62.785202,-19.483467,0
68.98076,28.848938,0
-51.919228,-49.913563,0
-13.344803,-82.06352,1
-75.860756,-28.48404,0
-92.07697,-85.57059,1
73.43013,-46.009975,1
-63.511433,85.748505,1
36.22493,19.09288,1
-61.18468,-88.90804,0
20.045181,-50.790127,0
-82.54911,-91.41658,0
62.498,31.86322,0
-28.000488,-88.3362,1
-36.431343,26.363503,0
-94.532745,-67.38451,0
91.78969,-70.35304,1
-14.426292,-19.50344,1
-86.56128,32.75763,0
2.8023682,-43.54191,0
51.480774,64.87778,1
-15.666634,44.114273,0
-82.81666,-70.75449,0
-35.175964,68.403885,1
-2.6090317,90.23018,1
4.908661,-5.3330536,0
58.91948,-96.85014,0
44.285446,71.284134,1
42.364716,-47.634827,1
20.72953,34.38141,0
-35.863937,-72.593605,1
56.074326,51.36209,1
-9.582481,4.3912506,1
-33.72957,-99.66514,1
62.097412,-21.846764,1
-9.427826,-6.8170624,1
-33.060394,11.082054,1
-65.40297,-61.24157,0
15.2115555,13.811981,0
-2.287796,-93.43918,0
77.83653,71.08797,1
5.557205,46.711655,0
-98.53425,78.276245,0
-73.48001,-85.10892,0
-8.380829,-0.67593384,1
-65.97063,66.351074,1
-68.46064,-80.85589,1
36.366028,-44.26619,0
-81.66156,-99.58808,1
68.46127,-96.850685,0
96.4619,-90.999084,1
-3.6451569,-34.877357,0
-42.107307,-79.50154,0
-20.497475,44.303406,1
-25.307892,23.579453,0
58.22026,56.310287,1
7.6188354,89.97002,1
-43.145096,77.20448,1
-20.748528,-34.80533,0
-74.20748,61.67041,1
-44.78929,-36.474644,1
-20.465622,50.22325,0
-3.946289,23.170425,1
-49.45293,83.2332,1
-62.108616,26.766457,0
-19.44072,79.19887,1
53.829163,-64.95381,1
57.941574,-7.160469,1
22.398582,-30.0886,0
11.649345,82.90123,0
-25.9486,53.171814,1
53.19156,-62.843132,1
-47.27458,-70.571075,1
66.8407,-70.62986,0
76.03038,-69.131165,1
67.83179,35.80748,0
23.691536,67.33948,1
45.991974,-7.5831604,1
-42.154716,20.65709,0
89.85448,12.617638,0
68.30202,-4.377121,0
29.977448,-46.29314,1
-61.95292,-75.88433,0
-29.588043,70.504,1
-4.514786,-40.381653,1
98.933044,40.72563,1
-73.93088,-51.232143,0
19.015839,-90.22845,0
82.18228,-30.50261,0
-46.758675,-35.438797,1
91.04199,11.949417,0
86.86044,-2.395134,0
-90.104866,12.835861,1
-5.98761,13.821053,1
-80.78381,-15.059486,1
94.34355,23.292648,0
40.68152,94.00664,1
85.637344,72.133286,0
89.454544,-7.2884293,1
84.05272,-80.766884,1
51.219086,-72.44049,1
-42.43841,-43.435364,1
54.263794,-24.546402,0
74.43071,92.02559,0
-14.056755,62.95056,1
-94.25442,22.920929,1
90.5925,-22.365913,1
52.029236,-9.038391,1
51.396057,36.928177,1
-73.64925,51.27861,0
80.13051,-41.360283,1
-28.294998,42.98651,1
53.80655,37.578568,1
55.008835,11.228249,0
-6.8970184,16.137436,1
34.307617,-96.289474,1
80.55553,-79.521324,0
94.603,11.194252,1
-17.440552,-20.894188,1
-19.64547,-86.694275,1
43.560684,42.599854,1
92.80971,-40.17259,1
-52.083294,-37.941044,1
75.88275,4.133728,0
-61.24918,73.55089,0
77.7202,9.850121,0
-2.9782486,75.30542,1
73.11328,83.70604,0
30.680618,-93.55565,0
75.68117,-84.13335,1
25.258995,58.15506,1
-96.241295,-87.91246,0
44.970306,22.115387,0
-79.93585,17.533615,1
38.233704,-57.19318,1
6.7503204,-92.88941,1
43.63736,-39.382183,1
12.994019,58.11888,1
71.32147,-33.77887,1
4.8561096,-56.224068,0
-30.479828,-77.13301,0
24.136398,65.85979,1
4.8814316,25.600563,1
-73.8937,65.97363,0
75.87659,-37.00502,1
-98.53476,61.664185,1
38.18828,20.172821,1
-83.86128,99.16554,0
5.8725204,-61.571667,0
-71.49904,11.5811615,1
68.14693,37.790543,0
6.52108,41.92842,0
-45.94038,-40.105637,0
90.83089,16.100311,0
-79.3898,-70.567406,0
-8.196915,22.264687,0
-71.927444,-72.49301,1
-88.20668,20.722198,0
-97.371056,-31.988106,0
24.496254,-68.6544,0
33.66037,51.778656,1
-16.972794,-56.62544,1
83.22087,9.9650955,1
-37.625183,-7.1403885,1
-70.2014,39.849945,0
50.159683,44.132217,1
68.25282,68.919815,1
-3.5637436,90.39601,1
-56.988213,77.424225,1
-82.77609,11.331223,1
11.788605,70.30528,1
50.555466,58.302353,1
-8.831253,55.839233,1
5.470154,5.550598,1
1.7627106,-15.907082,1
75.3118,-56.788296,1
46.896072,81.40381,1
-56.94681,-10.932068,1
-27.902481,-70.07701,1
58.66353,63.94333,0
-30.612267,-39.42764,0
71.64952,73.2778,0
-73.60988,14.694855,0
-54.910465,-63.26119,0
-49.228184,79.72568,0
34.37828,-59.805126,0
-89.948105,-2.7324905,0
92.51358,-9.197174,1
-40.672028,92.27139,0
56.46959,36.54625,1
38.29251,-21.761932,1
2.7714233,75.87601,1
16.732254,88.47348,1
-54.054638,0.090660095,1
-23.402596,-15.1636505,1
36.57695,59.074997,1
-79.86159,54.86447,0
26.146545,57.68457,1
-21.644402,-38.206802,0
67.88788,-77.507515,1
-87.71182,30.29039,1
-34.737526,-66.75153,1
-88.94703,88.611465,1
-54.731873,-93.94185,0
13.974976,34.58322,1
-9.912697,-78.83093,0
47.953186,-78.01183,1
9.288094,-8.081085,1
63.06935,-16.449104,0
62.049255,16.80626,1
-33.552948,9.206985,0
-34.79982,-2.8950424,1
-47.0537,10.420357,0
53.128677,-49.343838,0
77.258316,-65.859436,0
-70.928276,-69.49451,0
-69.461945,89.06476,1
-12.398796,46.354843,1
-89.547966,42.072174,1
53.25331,78.186584,1
-99.63142,-1.7094345,1
12.61264,15.089539,1
-95.300606,-57.133,0
-6.494858,-92.159546,1
85.808624,79.15619,1
-73.58771,-89.882416,0
85.51056,-85.90683,0
5.3000565,-71.3358,1
-77.57671,-81.261024,0
27.642166,94.97571,0
76.155106,-83.48669,0
50.76657,-92.7769,1
-99.33328,43.962326,0
-47.60045,27.595291,1
-38.252594,93.93758,0
-39.56892,-77.138145,1
36.311356,-71.95935,0
37.86064,-70.078125,1
22.481834,-42.250668,0
25.363388,47.984894,0
-73.11798,99.79466,1
-7.9264374,-1.2296371,0
66.260956,-46.514683,1
-4.474922,-40.9657,0
-49.00214,-97.46505,1
59.099182,-81.470375,0
23.967361,-27.328102,1
-70.93432,-76.747505,1
84.90816,74.407364,1
46.998413,59.96364,0
22.387566,7.6898346,1
75.00679,-35.67636,0
46.64061,16.038559,1
-66.76473,91.73845,0
-79.69542,-49.239994,1
-21.800438,-13.253525,0
33.06357,-25.9841,1
77.88493,-7.5621414,0
82.53302,-89.78698,0
70.63661,34.298462,0
-11.203293,0.1807785,1
-40.393406,30.712616,0
-25.321014,-41.97432,1
-42.855858,72.20929,0
-61.712936,46.90999,1
2.6611176,-20.15844,0
-11.835518,-67.82199,0
16.175926,-84.3307,1
23.500595,-72.494965,1
85.32385,50.36537,0
-49.436306,-4.295578,1
17.8759,-20.943436,0
-80.438126,-91.49547,1
-89.136765,-39.413143,1
40.557022,-98.61674,1
11.771355,-9.226036,0
49.307526,7.1801987,1
-18.173836,19.613983,0
-90.18432,-73.17101,1
-44.5959,-92.15484,0
85.1019,42.67227,1
46.691452,71.25525,0
-84.11187,29.321884,0
42.902298,-27.573112,0
12.395988,-66.83451,1
-14.977089,39.459503,1
90.66713,-76.96983,0
48.941086,-20.848076,1
-65.60613,44.20195,1
-36.926086,27.124878,1
8.274124,-96.65011,1
28.735031,-32.274277,1
20.823135,-25.327179,1
-73.634155,49.985092,0
74.20543,-66.0916,0
8.651268,-80.54318,0
-53.81068,17.225693,1
99.0827,-64.0868,0
-65.65764,-28.652924,1
64.72731,19.409431,0
24.02658,48.770218,1
-67.80499,87.366486,1
97.93581,-68.68007,0
17.82235,47.624237,0
23.539886,-5.5405884,0
83.04578,90.82866,1
82.93265,96.21437,0
74.3273,83.361206,1
-46.3332,64.97005,1
-81.297585,-38.01171,0
25.020195,-69.07872,1
-89.69725,-54.42386,1
-83.030106,92.099884,0
-86.30181,-60.9747,1
-56.47806,7.551384,0
-65.38953,50.850372,0
71.90329,81.645966,1
-40.1429,-21.239754,0
-72.21394,43.31572,1
-26.951141,46.750946,1
-3.1200867,-34.77762,0
21.717003,71.55383,1
-3.0341568,-72.14223,0
-9.301933,74.10654,1
-76.80114,64.12215,0
-44.364635,-29.273247,1
94.09903,57.145615,1
-86.374054,25.94168,0
-3.7250671,-21.477478,1
63.982834,-69.096825,1
2.1508179,-99.39759,1
-76.198654,-96.17966,0
-64.25469,84.27869,1
77.89995,-32.93637,1
-84.80684,-93.52577,0
-17.49363,-75.89264,1
-5.0888824,-42.75392,0
-47.08747,-17.774055,0
-37.849213,-2.4960709,0
-12.26519,-2.836113,1
-31.395477,51.516754,1
-78.72809,66.55591,1
-36.44777,24.800964,0
90.00894,-8.248726,0
-34.04534,33.150574,0
73.20616,-55.65817,1
-96.51823,32.366425,1
78.74255,4.925194,1
-49.341362,-85.07247,1
-63.66112,-62.349754,0
19.436287,38.053543,0
7.723114,84.45987,1
56.246643,-49.657665,1
88.35251,-73.38739,0
52.048615,58.814056,0
-46.51866,96.35005,0
7.463005,-73.49163,0
-27.456528,16.17588,1
54.64685,98.90091,0
-5.738106,94.196045,0
21.26764,45.83275,0
-10.763565,-32.217583,1
39.377136,-20.731575,0
-39.995895,30.285187,1
-77.90423,5.2701263,0
8.095757,-78.1723,1
32.124603,14.73101,0
35.186935,-50.059395,0
85.89566,-30.342361,0
87.19217,-77.12293,0
22.725883,42.51233,0
96.58777,-68.783615,1
26.097809,92.079346,0
-5.7468033,64.50534,1
29.97348,-28.363548,0
-63.050083,-28.724442,0
-47.948574,59.403183,0
-96.15394,94.25635,1
52.670883,57.183594,0
63.248993,-21.20449,0
66.59668,35.0791,1
-8.687782,61.601944,0
48.50461,-93.24748,0
-35.30632,8.503166,0
-75.675446,-66.0175,1
-39.907223,52.912796,1
71.757355,-1.4570084,0
20.791687,69.44989,1
45.70842,-4.467964,0
23.654816,37.336456,0
-91.10578,31.290863,0
-36.242985,52.89424,1
-25.32557,-78.49364,0
-83.45168,-53.889286,1
-22.188004,-64.14024,1
22.230003,-41.33193,1
78.31099,13.929794,0
-68.80583,-74.77702,1
-97.95117,56.612778,1
-45.27318,50.65973,0
17.299568,-13.908028,1
-32.175957,37.459534,0
35.509827,57.758514,0
-68.56941,42.555573,0
-35.717003,26.212074,0
-55.437164,-55.22876,0
96.27193,-74.314255,1
41.881363,-95.76092,0
-85.23086,68.4534,0
42.96518,75.51474,1
-30.211052,22.871414,1
93.817795,-12.745583,1
21.301498,69.93938,1
-38.612503,73.51169,0
62.325592,-97.73292,1
-75.13162,94.499344,0
-13.489487,5.117546,0
14.397575,-62.999474,0
-75.2926,-86.86086,1
73.98564,64.82013,0
-25.707375,70.26314,1
-49.006218,-14.5609665,0
24.480759,-79.841675,1
-46.538162,7.4385986,1
40.74646,41.10939,1
-32.273415,40.74774,0
-78.66447,-82.89531,1
25.060234,-95.84995,1
-52.371143,45.536987,1
-35.114937,-23.031944,0
96.15024,-55.125797,1
-84.75897,98.98753,0
0.97582245,0.9501724,0
34.731705,78.44093,1
98.27786,-79.45648,1
-95.343445,15.556717,1
56.166534,22.412766,0
80.3389,51.495316,1
-91.30216,-49.930054,0
-3.9642334,81.50296,0
48.0914,32.81224,0
-58.099205,58.268158,0
68.417984,31.773804,0
2.2729874,97.579895,0
-58.78244,0.26533508,0
54.46492,-16.33944,1
-7.9825134,-38.929443,0
2.9814987,-34.453003,1
49.228806,90.674576,0
76.84755,-92.43246,1
-24.519585,-81.009224,1
92.96785,-15.368797,0
47.548782,-45.210476,1
-83.93207,34.401703,0
-84.52369,67.84595,0
-9.972054,40.545486,0
94.43997,-30.677559,1
-75.04391,-69.43608,1
84.00316,86.9686,1
-17.838722,-55.934956,0
87.50314,-79.38657,1
-27.340172,37.896805,0
47.814987,-40.224373,0
75.74521,-72.08021,0
12.28521,-42.965065,1
-21.40371,67.28981,1
-13.68544,70.47374,0
56.406296,81.26944,0
-11.663994,42.771378,0
-40.03569,31.487259,0
44.599594,-15.453354,1
93.270905,90.28528,1
-14.562645,20.804466,1
71.25368,-50.21598,1
-39.891712,-28.266533,1
-95.02696,61.370773,1
68.86066,-63.119396,0
-88.74205,49.675446,1
21.818268,-16.471367,1
-37.757812,30.310577,1
37.392,88.931564,0
-61.082314,1.6619949,1
60.210342,19.30336,1
-72.91043,6.1459045,0
41.496582,-52.134686,0
-26.108551,-46.708984,1
24.216827,5.969635,1
-77.44358,62.831192,0
11.377289,45.839066,0
61.071854,77.15138,0
-21.868423,75.6774,1
89.68323,74.73575,0
85.81439,-52.928223,0
50.334854,14.919319,1
46.966797,54.35646,1
19.804153,-6.1887894,0
-87.44267,-96.05091,0
83.62996,-14.313301,1
-47.00027,70.98451,0
50.466232,86.75363,0
89.670975,-42.381687,0
-8.909622,31.68573,0
-80.74029,63.28337,0
82.21826,89.74701,0
-65.377304,67.46704,1
-23.838516,98.15692,1
67.46443,-9.884628,0
-88.790665,-3.6173859,1
4.0288315,-52.17605,1
-83.18326,-13.510147,1
8.421448,-35.827187,1
78.98294,-28.893494,0
-58.138084,52.915756,1
-74.2493,80.899506,0
-87.830666,90.622955,0
-83.953,76.05525,0
-92.44676,-17.440628,0
97.00859,-71.21705,0
-46.85961,-61.808075,1
-0.25374603,-86.60213,1
27.807678,81.26419,1
19.832542,53.534897,1
52.384674,78.74095,1
59.65831,-81.69036,0
27.08088,-27.635994,0
62.574936,-4.017235,1
84.403,9.708641,0
45.180145,89.46135,0
21.55149,6.49395,0
20.349335,-83.265,1
-19.605652,20.86351,1
20.167038,14.415428,0
10.05397,-89.82702,0
79.66017,-53.380756,0
42.73079,-17.36895,0
-31.56852,-63.422024,0
62.820557,95.447525,0
-18.427818,46.01956,0
87.231125,17.830147,0
81.60458,-81.63625,0
-4.9866714,-64.50232,0
-37.948406,26.304916,0
-49.68788,-28.026176,1
57.308,81.98898,0
16.910599,23.802124,0
-86.06948,-2.3259964,0
37.3537,-80.64036,0
-39.220192,54.814453,1
76.24434,15.903709,1
49.517105,37.623795,0
-53.376953,32.99547,1
97.04283,-89.580505,1
-49.431633,-96.98733,0
-53.806187,-77.11714,1
-20.140549,5.976532,1
-96.60066,79.59482,1
8.669556,85.62988,1
29.416733,-64.96753,1
-53.869595,40.250076,1
-96.51852,-92.79946,1
-60.082355,3.0677948,0
88.349014,36.171967,1
79.82654,15.7741165,0
64.28197,-48.65688,1
49.08145,-68.80786,1
-71.06805,-84.13287,1
-73.32865,18.897415,1
66.534775,-39.417225,0
-68.47755,85.90259,0
-52.482452,-65.74631,0
-96.62082,-56.64242,1
36.511215,-77.1089,1
79.80951,-36.183884,1
55.256393,28.550308,1
-92.89718,-19.384903,1
-6.258217,56.835953,0
27.681175,-85.68813,0
-0.7443161,11.368729,0
40.06984,88.31102,0
44.369537,-89.02116,1
10.914909,68.54196,0
-88.90833,-30.908852,1
22.814835,-33.543556,0
-6.213669,51.727753,1
17.045418,-48.792427,1
66.58186,67.21814,0
-3.8279724,80.53226,1
-35.10195,-47.103977,1
-92.993065,-30.15464,1
-37.2078,-13.027283,1
-42.298733,48.99803,1
-10.189133,51.975876,1
21.657356,-85.93572,0
-90.92514,53.57953,0
42.477448,59.77896,1
-7.074562,-91.35693,0
-65.22532,3.6183853,1
-11.497307,71.52045,0
41.1819,96.12047,0
-97.6286,-9.733292,1
-18.500763,99.39638,0
74.386536,-44.298912,0
-49.808537,36.769974,1
14.40995,17.206177,0
77.32782,35.35399,0
-16.367973,39.845215,1
-31.1305,-51.233856,1
-8.122612,27.435097,1
-52.35116,42.11075,1
14.51281,54.56714,1
-1.4798126,-86.81441,1
2.938057,-34.46016,1
11.440208,-85.622215,1
51.00734,-2.545189,1
-44.524323,-84.98199,1
-99.63982,65.39809,1
5.1346893,-75.42129,0
-80.833206,66.12909,0
87.5435,87.91054,1
4.223648,-21.149445,1
-6.2098846,-96.02893,0
-46.947975,92.62776,0
-21.450775,-67.15733,1
-17.586151,-95.56293,0
96.58472,0.27090454,0
-31.402412,-96.4046,0
39.96727,26.863304,1
-76.548645,90.77571,1
52.29071,-22.771431,0
53.331406,-64.35701,1
21.640778,3.8418655,0
-34.847946,28.421753,1
67.762024,-53.201046,1
-41.801243,58.874435,0
25.348808,23.755661,0
-19.69194,2.0510406,0
28.604706,-81.505104,0
24.809822,-96.04081,0
75.48747,-49.643944,1
27.024948,51.569717,0
-93.91819,-86.792404,1
97.25003,49.26387,1
90.389114,29.12622,1
-53.45405,-13.739166,1
67.93678,20.223328,1
-47.837013,4.437744,1
-94.188675,-1.7362595,0
35.339493,-89.66454,1
-6.797203,76.36105,0
34.136078,25.480461,0
28.88594,74.99147,1
-69.07884,-48.735817,1
2.1976318,15.100716,0
-94.51094,13.702759,0
46.325226,-62.17965,0
-67.67274,-65.97751,1
42.787247,-28.73256,0
10.386101,87.123856,0
74.9411,72.45845,0
-73.64837,14.891396,0
-77.366714,-66.71777,1
-87.23736,67.73212,1
-74.45986,64.88043,1
-90.39664,-22.287544,0
44.523117,-89.81521,1
95.877914,-98.33175,0
-46.984035,9.64241,0
-15.86203,3.5041656,1
88.013565,24.579765,0
-91.62497,-78.226814,1
85.967316,-45.153107,1
60.860107,51.104706,0
-14.497787,55.352707,1
-92.4496,73.07562,1
68.428894,27.233543,1
-69.90897,-67.98681,0
-35.52664,-64.55235,0
85.104706,-48.323006,1
-95.6907,-28.30896,1
52.639465,-73.139534,0
-29.952003,-39.80683,0
63.968002,-43.875652,1
71.888275,99.05632,1
-12.590042,-26.052895,1
43.10048,-19.390472,0
-73.138245,17.744682,0
71.23349,64.38721,0
3.027687,62.045044,1
9.086945,43.824356,1
78.08098,62.546814,0
81.65488,94.96524,0
-78.845436,80.16647,1
-68.63618,-0.82995605,1
49.549942,-37.82019,0
-60.67814,53.10556,0
8.116257,16.261887,0
0.15699768,-86.26884,1
40.525208,55.069916,0
96.92757,53.420837,0
-30.844421,54.816467,1
64.47566,-64.94476,0
27.390182,-38.75956,1
97.79083,57.507156,1
6.072487,0.07241821,0
69.14708,-98.563675,0
95.805374,-24.547813,0
-13.954308,-58.91054,0
74.206696,-52.88787,0
32.78174,-68.37485,1
32.049316,3.1846542,0
-17.425163,-30.515373,0
-81.336105,37.29518,1
94.861176,26.01564,0
-36.294926,2.6110916,1
83.102264,26.810944,1
