% attributes count = 2
% vectors count = 500
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-19.464722,-82.54413,1
-119.8121,267.18726,0
341.5227,198.99432,1
627.86426,383.0857,1
-240.9906,-341.9007,0
123.67554,910.01,0
198.16406,29.85553,1
457.80505,399.54816,1
-472.8175,242.92322,0
326.37213,115.49011,1
251.32776,417.5653,1
805.9398,376.47412,1
195.89697,252.66113,1
776.0071,-221.39154,1
824.683,-491.33862,1
-475.55734,-39.1651,0
-36.002167,-189.47162,1
-384.74417,-8.67453,0
-417.3066,-316.328,0
-310.60092,290.60956,0
955.86145,96.73102,1
-492.50977,266.40204,0
-485.98227,-182.2367,0
228.39465,16.25885,1
950.56885,-405.00037,1
649.54346,-442.7891,1
228.23328,49.780273,1
413.6726,-433.568,1
489.83264,717.6327,1
12.350525,563.772,0
40.49298,-106.33591,1
789.22107,-164.36035,1
526.78687,330.5337,1
565.32214,190.24683,1
693.7257,901.23047,1
-24.851013,-153.37213,1
652.74915,-425.27283,1
115.31329,894.12573,0
942.9878,-39.70697,1
667.71106,-184.81232,1
814.0647,-244.16351,1
266.0429,42.342834,1
101.576904,187.11804,1
-471.661,-79.8663,0
806.14197,948.0093,1
-121.17236,264.55286,0
23.516418,747.19104,0
530.04065,456.18756,1
-293.21167,833.7737,0
790.4861,168.80371,1
372.01947,813.2844,1
204.5252,422.49933,1
785.9552,676.3115,1
-80.725525,159.8407,0
398.54388,744.8058,1
108.41376,974.54126,0
804.0038,195.63007,1
764.7123,-24.725616,1
-167.95547,447.41565,0
201.89545,-457.88974,1
-14.401764,995.1195,0
-317.84174,929.8491,0
853.0354,-253.1046,1
708.18787,-208.83011,1
331.33752,-440.0212,1
187.99548,733.04456,0
2.0686646,-13.748047,1
-102.83884,-17.730011,0
804.2346,723.9949,1
926.2842,620.2451,1
-252.7593,430.04266,0
-388.5149,653.27563,0
-196.84799,376.1596,0
802.7433,-87.28717,1
810.3353,-65.094604,1
728.65955,929.14087,1
710.3041,553.60864,1
666.9188,-3.4040527,1
-273.7879,-279.72266,0
-372.71423,-363.53775,0
174.9347,442.3667,0
798.39905,-413.79028,1
-14.949646,448.28784,0
100.94025,-224.45514,1
670.2793,182.3836,1
-172.06439,-488.17773,1
482.05768,696.80884,1
38.008057,277.7163,0
735.92236,748.3457,1
-400.67,-352.8194,0
374.25208,-215.35214,1
-439.163,-149.37622,0
692.657,52.7464,1
-147.05524,967.01086,0
-181.07184,782.8677,0
-307.42886,589.2462,0
491.9591,792.7007,1
-13.301025,599.72766,0
443.4154,921.21704,1
-4.977234,905.35864,0
-262.81693,936.98816,0
25.407166,-384.41406,1
770.7388,473.65674,1
995.943,703.18115,1
-211.4107,-375.19083,0
804.3209,165.51123,1
200.79102,81.9657,1
-400.9503,103.94794,0
739.3131,622.7361,1
747.7329,460.84058,1
21.625,351.41138,0
545.1725,397.13007,1
-75.6156,361.34845,0
498.50317,959.21094,1
800.4778,-72.53174,1
-132.1264,-228.95322,0
499.90625,448.03204,1
29.364685,996.827,0
379.1327,637.5697,1
161.90552,750.5995,0
4.5043335,927.4292,0
241.87128,-17.654541,1
73.23132,156.87738,1
857.8623,144.86346,1
-309.84656,-63.976837,0
433.84406,-357.39325,1
50.14331,-467.9486,1
71.3866,182.27032,0
784.4934,272.34064,1
-108.82239,-314.54752,1
-264.99536,772.00793,0
-29.710754,386.117,0
721.74097,-220.7403,1
234.86407,619.8595,0
-30.467743,89.64612,0
477.94342,618.13477,1
-245.68983,-190.09726,0
-470.90427,848.62744,0
-476.77457,753.5304,0
-493.68985,-407.14694,0
232.24738,423.60358,1
-468.69537,-476.14786,0
-68.43698,883.51196,0
286.95673,540.4923,1
712.5925,833.4297,1
-160.00153,530.42163,0
10.806,399.27332,0
-256.57452,71.11987,0
935.7754,1.7457275,1
-428.74677,-162.23352,0
774.0144,-294.2179,1
-276.6858,-332.19525,0
-418.84402,155.302,0
569.72034,335.1006,1
-152.11142,574.6354,0
783.42615,111.50305,1
88.81818,-133.6673,1
535.00964,-359.61328,1
-134.95682,555.2821,0
96.34918,-484.58856,1
-290.2727,-278.85223,0
